record,task,trial,cueIndex,cueDir,accepted,train,guard,validation,reference,qualityScore
VisualCogB_Task-2,2,70,156235,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,71,158384,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,72,160616,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,73,162773,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,74,164965,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,75,167162,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,76,169399,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,77,171667,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,78,173804,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,79,176016,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,80,178337,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,81,180545,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,82,182722,-1,0,0,0,0,0,NaN
VisualCogB_Task-2,2,83,184926,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,84,187126,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,85,189339,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,86,191591,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,87,193776,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,88,195928,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,89,198085,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,90,200265,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,91,202446,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,92,204594,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,93,206819,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,94,208963,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,95,211220,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,96,213364,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,97,215652,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,98,217941,-1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,99,220149,1,1,0,0,1,0,NaN
VisualCogB_Task-2,2,100,222326,-1,1,0,0,1,0,NaN
